datetime;total_votes;madobad;Перелив;Der_Sturmer;TheWho;KOCTOPE3;wintercyclone;Jayola;Needlefang;Shambala;kupal
2019-07-31 06:36:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:37:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:38:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:39:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:40:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:41:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:42:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:43:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:44:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:45:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:46:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:47:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:48:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:49:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:50:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:51:58;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:52:59;69;16;8;15;0;1;4;0;4;5;3
2019-07-31 06:53:59;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:54:58;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:55:58;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:56:59;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:57:59;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:58:59;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 06:59:59;70;17;8;15;0;1;4;0;4;5;3
2019-07-31 07:00:59;71;17;8;15;0;2;4;0;4;5;3
2019-07-31 07:01:58;71;17;8;15;0;1;4;0;4;5;3
2019-07-31 07:02:59;72;18;8;15;0;1;4;0;4;5;3
2019-07-31 07:03:59;72;18;8;15;0;1;4;0;4;5;3
2019-07-31 07:04:58;72;18;8;15;0;1;4;0;4;5;3
2019-07-31 07:05:59;72;18;8;15;0;1;4;0;4;5;3
2019-07-31 07:06:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:07:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:08:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:09:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:10:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:11:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:12:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:13:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:14:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:15:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:16:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:17:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:18:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:19:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:20:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:21:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:22:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:23:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:24:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:25:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:26:58;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:27:59;73;18;8;15;0;2;4;0;4;5;3
2019-07-31 07:28:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:29:58;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:30:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:31:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:32:58;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:33:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:34:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:35:58;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:36:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:37:59;74;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:38:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:39:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:40:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:41:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:42:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:43:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:44:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:45:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:46:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:47:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:48:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:49:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:50:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:51:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:52:59;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:53:58;75;19;8;15;0;2;4;0;4;5;3
2019-07-31 07:54:59;76;19;8;16;0;2;4;0;4;5;3
2019-07-31 07:55:59;76;19;8;16;0;2;4;0;4;5;3
2019-07-31 07:56:58;76;19;8;16;0;2;4;0;4;5;3
2019-07-31 07:57:59;77;19;9;16;0;2;4;0;4;5;3
2019-07-31 07:58:58;77;19;9;16;0;2;4;0;4;5;3
2019-07-31 07:59:59;77;19;9;16;0;2;4;0;4;5;3
2019-07-31 08:00:59;77;19;9;16;0;2;4;0;4;5;3
2019-07-31 08:01:58;78;19;10;16;0;2;4;0;4;5;3
2019-07-31 08:02:59;78;19;10;16;0;2;4;0;4;5;3
2019-07-31 08:03:59;79;19;11;16;0;2;4;0;4;5;3
2019-07-31 08:04:58;80;19;12;16;0;2;4;0;4;5;3
2019-07-31 08:05:59;80;19;12;16;0;2;4;0;4;5;3
2019-07-31 08:06:59;80;19;12;16;0;2;4;0;4;5;3
2019-07-31 08:07:58;81;19;13;16;0;2;4;0;4;5;3
2019-07-31 08:08:59;81;19;13;16;0;2;4;0;4;5;3
2019-07-31 08:09:59;81;19;13;16;0;2;4;0;4;5;3
2019-07-31 08:10:58;82;19;14;16;0;2;4;0;4;5;3
2019-07-31 08:11:59;82;19;14;16;0;2;4;0;4;5;3
2019-07-31 08:12:58;82;19;14;16;0;2;4;0;4;5;3
2019-07-31 08:13:59;82;19;14;16;0;2;4;0;4;5;3
2019-07-31 08:14:59;82;19;14;16;0;2;4;0;4;5;3
2019-07-31 08:15:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:16:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:17:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:18:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:19:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:20:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:21:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:22:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:23:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:24:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:25:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:26:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:27:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:28:59;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:29:58;83;19;14;16;0;2;5;0;4;5;3
2019-07-31 08:30:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:31:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:32:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:33:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:34:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:35:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:36:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:37:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:38:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:39:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:40:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:41:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:42:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:43:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:44:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:45:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:46:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:47:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:48:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:49:58;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:50:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:51:59;84;19;14;16;0;2;6;0;4;5;3
2019-07-31 08:52:58;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:53:59;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:54:59;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:55:58;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:56:59;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:57:58;86;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:58:59;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 08:59:59;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 09:00:58;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 09:01:59;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 09:02:59;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 09:03:58;87;19;14;17;0;2;6;0;4;6;3
2019-07-31 09:04:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:05:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:06:58;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:07:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:08:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:09:58;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:10:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:11:59;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:12:58;88;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:13:59;89;19;14;17;0;2;6;0;5;6;3
2019-07-31 09:14:59;89;19;14;18;0;2;6;0;5;6;3
2019-07-31 09:15:58;89;19;14;18;0;2;6;0;5;6;3
2019-07-31 09:16:59;89;19;14;18;0;2;6;0;5;6;3
2019-07-31 09:17:58;89;19;14;18;0;2;6;0;5;6;3
2019-07-31 09:18:59;90;20;14;18;0;2;6;0;5;6;3
2019-07-31 09:19:59;91;21;14;18;0;2;6;0;5;6;3
2019-07-31 09:20:58;91;21;14;18;0;2;6;0;5;6;3
2019-07-31 09:21:59;91;21;14;18;0;2;6;0;5;6;3
2019-07-31 09:22:59;92;21;15;18;0;2;6;0;5;6;3
2019-07-31 09:23:58;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:24:59;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:25:59;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:26:58;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:27:59;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:28:59;93;21;16;18;0;2;6;0;5;6;3
2019-07-31 09:29:58;94;22;16;18;0;2;6;0;5;6;3
2019-07-31 09:30:59;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:31:59;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:32:58;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:33:59;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:34:59;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:35:58;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:36:59;94;21;16;18;0;2;6;0;5;7;3
2019-07-31 09:37:58;95;21;16;19;0;2;6;0;5;7;3
2019-07-31 09:38:59;95;21;16;19;0;2;6;0;5;7;3
2019-07-31 09:39:59;94;21;16;19;0;2;6;0;5;7;3
2019-07-31 09:40:58;95;21;16;20;0;2;6;0;5;7;3
2019-07-31 09:41:59;96;22;16;20;0;2;6;0;5;7;3
2019-07-31 09:42:59;97;22;16;20;0;3;6;0;5;7;3
2019-07-31 09:43:58;98;23;16;20;0;3;6;0;5;7;3
2019-07-31 09:44:59;99;23;16;20;0;3;6;0;5;7;3
2019-07-31 09:45:59;99;23;16;20;0;3;6;0;5;7;3
2019-07-31 09:46:58;99;23;16;20;0;3;6;0;5;7;3
2019-07-31 09:47:59;99;23;16;20;0;3;6;0;5;7;3
2019-07-31 09:48:59;99;24;15;20;0;3;6;0;5;7;3
2019-07-31 09:49:58;99;24;15;20;0;3;6;0;5;7;3
2019-07-31 09:50:59;99;24;15;20;0;3;6;0;5;7;3
2019-07-31 09:51:59;99;24;15;20;0;3;6;0;5;7;3
2019-07-31 09:52:58;99;24;15;20;0;4;6;0;5;7;3
2019-07-31 09:53:59;100;25;15;20;0;4;6;0;5;7;3
2019-07-31 09:54:59;100;25;15;19;0;4;6;0;5;7;3
2019-07-31 09:55:58;100;25;15;19;0;4;6;0;5;7;3
2019-07-31 09:56:59;100;25;15;19;0;4;6;0;5;7;3
2019-07-31 09:57:59;101;25;15;20;0;4;6;0;5;7;3
2019-07-31 09:58:58;102;25;16;20;0;4;6;0;5;7;3
2019-07-31 09:59:59;103;25;17;20;0;4;6;0;5;7;3
2019-07-31 10:00:59;103;25;17;20;0;4;6;0;5;7;3
2019-07-31 10:01:59;104;25;18;20;0;4;6;0;5;7;3
2019-07-31 10:02:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:03:58;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:04:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:05:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:06:58;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:07:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:08:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:09:58;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:10:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:11:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:12:58;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:13:59;105;26;18;20;0;4;6;0;5;7;3
2019-07-31 10:14:59;106;26;19;20;0;4;6;0;5;7;3
2019-07-31 10:15:58;107;26;19;20;0;5;6;0;5;7;3
2019-07-31 10:16:59;107;26;19;20;0;5;6;0;5;7;3
2019-07-31 10:17:59;107;26;19;20;0;5;6;0;5;7;3
2019-07-31 10:18:59;107;26;19;20;0;5;6;0;5;7;3
2019-07-31 10:19:58;107;26;19;20;0;5;6;0;5;7;3
2019-07-31 10:20:59;108;26;19;20;0;6;6;0;5;7;3
2019-07-31 10:21:59;108;26;19;20;0;6;6;0;5;7;3
2019-07-31 10:22:58;109;26;19;21;0;6;6;0;5;7;3
2019-07-31 10:23:59;109;26;19;21;0;6;6;0;5;7;3
2019-07-31 10:24:59;110;27;19;22;0;6;6;0;5;7;3
2019-07-31 10:25:58;110;27;19;22;0;6;6;0;5;7;3
2019-07-31 10:26:59;110;27;19;22;0;6;6;0;5;7;3
2019-07-31 10:27:59;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:28:58;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:29:59;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:30:59;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:31:58;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:32:59;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:33:59;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:34:58;111;28;19;22;0;6;6;0;5;7;3
2019-07-31 10:35:59;112;28;20;22;0;6;6;0;5;7;3
2019-07-31 10:36:59;113;28;21;22;0;6;6;0;5;7;3
2019-07-31 10:37:58;113;28;21;22;0;6;6;0;5;7;3
2019-07-31 10:38:59;114;28;21;22;0;6;6;0;5;7;3
2019-07-31 10:39:59;114;28;21;22;0;6;6;0;5;7;3
2019-07-31 10:40:58;115;28;22;22;0;6;6;0;5;7;3
2019-07-31 10:41:59;115;28;22;22;0;6;6;0;5;7;3
2019-07-31 10:42:59;116;29;22;22;0;6;6;0;5;7;3
2019-07-31 10:43:58;116;29;22;22;0;6;6;0;5;7;3
2019-07-31 10:45:00;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:45:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:46:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:47:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:48:58;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:49:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:50:58;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:51:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:52:59;117;30;22;22;0;6;6;0;5;7;3
2019-07-31 10:53:58;118;30;23;22;0;6;6;0;5;7;3
2019-07-31 10:54:59;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 10:55:58;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 10:56:59;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 10:57:59;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 10:58:58;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 10:59:59;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 11:00:59;119;31;23;22;0;6;6;0;5;7;3
2019-07-31 11:01:58;120;32;23;22;0;6;6;0;5;7;3
2019-07-31 11:02:59;120;32;23;22;0;6;6;0;5;7;3
2019-07-31 11:03:58;120;32;23;22;0;6;6;0;5;7;3
2019-07-31 11:04:59;121;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:05:59;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:06:58;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:07:59;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:08:59;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:09:58;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:10:59;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:11:58;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:12:59;122;33;23;22;0;6;6;0;5;7;3
2019-07-31 11:13:59;123;33;23;22;0;7;6;0;5;7;3
2019-07-31 11:14:58;123;33;23;22;0;7;6;0;5;7;3
2019-07-31 11:15:59;123;33;23;22;0;7;6;0;5;7;3
2019-07-31 11:16:59;123;33;23;22;0;7;6;0;5;7;3
2019-07-31 11:17:59;124;34;23;22;0;7;6;0;5;7;3
2019-07-31 11:18:58;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:19:59;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:20:58;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:21:59;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:22:59;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:23:59;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:24:58;126;35;23;23;0;7;6;0;5;7;3
2019-07-31 11:25:59;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:26:59;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:27:58;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:28:59;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:29:59;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:30:58;127;36;23;23;0;7;6;0;5;7;3
2019-07-31 11:31:59;128;36;23;24;0;7;6;0;5;7;3
2019-07-31 11:32:59;128;36;23;24;0;7;6;0;5;7;3
2019-07-31 11:33:58;129;37;23;24;0;7;6;0;5;7;3
2019-07-31 11:34:59;129;37;23;24;0;7;6;0;5;7;3
2019-07-31 11:35:59;129;37;23;24;0;7;6;0;5;7;3
2019-07-31 11:36:58;129;37;23;24;0;7;6;0;5;7;3
2019-07-31 11:37:59;130;37;23;24;0;8;6;0;5;7;3
2019-07-31 11:38:58;130;37;23;24;0;8;6;0;5;7;3
2019-07-31 11:39:59;131;37;23;25;0;8;6;0;5;7;3
2019-07-31 11:41:00;132;38;23;25;0;8;6;0;5;7;3
2019-07-31 11:41:58;133;38;23;26;0;8;6;0;5;7;3
2019-07-31 11:42:59;133;38;23;26;0;8;6;0;5;7;3
2019-07-31 11:43:59;134;39;23;26;0;8;6;0;5;7;3
2019-07-31 11:44:58;134;39;23;25;0;8;6;0;5;8;3
2019-07-31 11:45:59;134;39;23;25;0;8;6;0;5;8;3
2019-07-31 11:46:59;135;39;24;25;0;8;6;0;5;8;3
2019-07-31 11:47:58;135;39;24;25;0;8;6;0;5;8;3
2019-07-31 11:48:59;135;40;24;24;0;8;6;0;5;8;3
2019-07-31 11:49:59;135;40;24;24;0;8;6;0;5;8;3
2019-07-31 11:50:58;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:51:59;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:52:59;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:53:58;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:54:59;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:55:58;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:56:59;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:57:59;137;41;25;24;0;8;6;0;5;8;3
2019-07-31 11:59:00;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 11:59:58;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:00:59;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:01:58;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:02:59;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:03:58;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:04:59;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:05:59;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:06:58;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:07:59;138;42;25;24;0;8;6;0;5;8;3
2019-07-31 12:08:58;139;43;25;24;0;8;6;0;5;8;3
2019-07-31 12:09:59;139;43;25;24;0;8;6;0;5;8;3
2019-07-31 12:10:59;141;45;25;24;0;8;6;0;5;8;3
2019-07-31 12:11:58;142;45;25;24;0;8;6;0;5;8;3
2019-07-31 12:12:59;142;45;25;24;0;8;6;0;5;8;3
2019-07-31 12:13:59;142;45;25;24;0;8;6;0;5;8;3
2019-07-31 12:14:58;142;45;25;24;0;8;6;0;5;8;3
2019-07-31 12:15:59;141;45;25;24;0;8;6;0;5;7;3
2019-07-31 12:16:59;141;45;25;24;0;8;6;0;5;7;3
2019-07-31 12:17:58;141;45;25;24;0;8;6;0;5;7;3
2019-07-31 12:18:59;141;45;25;24;0;8;6;0;5;7;3
2019-07-31 12:19:59;141;45;25;24;0;8;6;0;5;7;3
2019-07-31 12:20:58;142;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:21:59;142;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:22:59;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:23:58;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:24:59;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:25:59;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:26:58;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:27:59;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:28:59;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:29:58;141;45;26;24;0;8;6;0;5;7;3
2019-07-31 12:30:59;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:31:58;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:32:59;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:33:59;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:34:58;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:35:59;141;44;27;24;0;8;6;0;5;7;3
2019-07-31 12:36:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:37:58;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:38:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:39:58;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:40:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:41:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:42:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:43:58;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:44:59;141;44;28;24;0;8;6;0;5;7;3
2019-07-31 12:45:58;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:46:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:47:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:48:58;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:49:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:50:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:51:58;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:52:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:53:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:54:58;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:55:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:56:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:57:58;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:58:59;142;44;28;25;0;8;6;0;5;7;3
2019-07-31 12:59:59;143;44;29;25;0;8;6;0;5;7;3
2019-07-31 13:00:58;143;44;29;25;0;8;6;0;5;7;3
2019-07-31 13:01:59;143;44;29;25;0;8;6;0;5;7;3
2019-07-31 13:02:59;144;44;29;25;0;8;6;2;5;7;3
2019-07-31 13:03:58;144;44;29;25;0;8;6;2;5;7;3
2019-07-31 13:04:59;143;43;29;25;0;8;6;2;5;7;3
2019-07-31 13:05:58;143;43;29;25;0;8;6;2;5;7;3
2019-07-31 13:06:59;144;44;29;25;0;8;6;2;5;7;3
2019-07-31 13:07:59;144;44;29;25;0;8;6;2;5;7;3
2019-07-31 13:08:59;144;44;29;25;0;8;6;2;5;7;3
2019-07-31 13:09:58;145;44;29;26;0;8;6;2;5;7;3
2019-07-31 13:10:59;145;44;29;26;0;8;6;2;5;7;3
2019-07-31 13:11:59;145;44;29;26;0;8;6;2;5;7;3
2019-07-31 13:12:58;145;44;29;26;0;8;6;2;5;7;3
2019-07-31 13:13:59;145;44;29;26;0;8;6;2;5;7;3
